ID,Part,Priority,Option,Market,Store,Price,Currency,HUF_Est,Status,Risk,Note,Source
SSD_06_PL,SSD,6,Kingston FURY Renegade G5 2TB PCIe 5,Poland,Ceneo broad lead,1475,PLN,121944,Watch,Medium,PCIe 5 backup from current SSD snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/ssd_market_snapshot.csv
SSD_04_HU,SSD,4,Samsung 990 EVO Plus 2TB,Hungary,Arukereso broad lead,97820,HUF,97820,Backup,Medium,Cheaper Hungary SSD fallback but slower than KC3000 and 990 PRO,02_PC_Builds/01_Price_Refresh/2026-06-21/ssd_market_snapshot.csv
PSU_04_UA,PSU,4,CHIEFTEC Stealth 1000W Platinum,Ukraine,Hotline broad lead,6453,UAH,43868,Watch,High,Cheapest captured Ukraine Platinum 1000W option; quality and connector details need check,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_05_UA,PSU,5,MSI MAG A1000GL PCIE5,Ukraine,Hotline broad lead,6043,UAH,41081,Watch,High,Very cheap Ukraine 1000W option; verify ATX version and connector details,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_06_UA,PSU,6,be quiet! Power Zone 2 1000W Platinum,Ukraine,Hotline broad lead,8630,UAH,58668,Backup,Medium,Ukraine Platinum be quiet backup from current PSU snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_04_PL,PSU,4,be quiet! Power Zone 2 1000W Platinum,Poland,Ceneo broad lead,639.99,PLN,52910,Backup,Medium,Platinum at Gold-like pricing in Poland snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_04_HU,PSU,4,CHIEFTEC Stealth 1000W Platinum,Hungary,Arukereso broad lead,45000,HUF,45000,Watch,High,Cheapest captured Hungary Platinum 1000W option; quality and connector details need check,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_05_HU,PSU,5,Corsair RM1000e 2025 ATX 3.1,Hungary,Arukereso broad lead,52790,HUF,52790,Backup,Medium,Cheaper Corsair Hungary fallback from current PSU snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_06_HU,PSU,6,be quiet! Power Zone 2 1000W Platinum,Hungary,Arukereso broad lead,57836,HUF,57836,Backup,Medium,Hungary Platinum be quiet backup from current PSU snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
COOL_07_PL,Cooler,7,Arctic Liquid Freezer III Pro 360 A-RGB Black,Poland,Ceneo broad lead,399,PLN,32987,Backup,Medium,Poland ARGB Arctic option from current cooler snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/cooler_market_snapshot.csv
COOL_07_HU,Cooler,7,DeepCool LE360 V2 Black,Hungary,Arukereso broad lead,23990,HUF,23990,Watch,Medium,Hungary non-ARGB DeepCool naming from current cooler snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/cooler_market_snapshot.csv
GPU_10_PL,GPU,10,Inno3D RTX 5080 X3 OC White 16GB,Poland,Ceneo broad search,5384,PLN,445115,Watch,Medium,White variant captured in Poland broad review; not value leader,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_11_PL,GPU,11,PNY RTX 5080 Overclocked Triple Fan 16GB,Poland,Ceneo broad search,5506.99,PLN,455283,Watch,Medium,Middle-pack Poland broad GPU row,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_12_PL,GPU,12,ASUS RTX 5080 Prime OC 16GB,Poland,Ceneo broad search,5590,PLN,462146,Watch,Medium,ASUS Poland option but not value leader,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_13_PL,GPU,13,Zotac RTX 5080 Solid Core 16GB non-OC,Poland,Ceneo broad search,5599,PLN,462890,Watch,Medium,Valid Poland broad row but above exact Solid Core OC captured lead,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_14_PL,GPU,14,PNY RTX 5080 ARGB Epic-X Triple Fan OC 16GB,Poland,Ceneo broad search,5637.99,PLN,466113,Watch,Medium,PNY ARGB Poland option but not value leader,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_15_PL,GPU,15,Palit RTX 5080 GamingPro 16GB,Poland,Ceneo broad lead,5275.47,PLN,436143,Watch,Medium,Good broad Poland lead; exact store still needed,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_market_snapshot.csv
GPU_10_HU,GPU,10,Gigabyte RTX 5080 Windforce SFF 16GB non-OC,Hungary,Arukereso broad search,465990,HUF,465990,Watch,High,Cheap local Gigabyte row but exact model versus OC row needs care,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_11_HU,GPU,11,Gainward RTX 5080 Phoenix GS 16GB,Hungary,Arukereso broad search,473690,HUF,473690,Watch,Medium,Valid Hungary row but above Phoenix V1,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_12_HU,GPU,12,ASUS RTX 5080 Prime OC 16GB,Hungary,Arukereso broad search,487590,HUF,487590,Watch,Medium,ASUS Hungary option but above cheapest local cards,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_13_HU,GPU,13,Palit RTX 5080 GamingPro OC 16GB,Hungary,Arukereso broad search,488100,HUF,488100,Watch,Medium,OC Palit Hungary row; non-OC Palit is cheaper,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_14_HU,GPU,14,Inno3D RTX 5080 X3 OC White 16GB,Hungary,Arukereso broad search,488590,HUF,488590,Watch,Medium,White premium variant; not value leader,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_03_UA,GPU,3,MSI RTX 5080 Gaming Trio OC 16GB offer row 2,Ukraine,Hotline seller row,70796,UAH,481278,Watch,Medium,12-month warranty row for Gaming Trio; worse than 65400 UAH lead,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
GPU_04_UA,GPU,4,MSI RTX 5080 Gaming Trio OC 16GB offer row 4,Ukraine,Hotline seller row,73485,UAH,499558,Watch,Medium,36-month manufacturer warranty row but much higher price,02_PC_Builds/01_Price_Refresh/2026-06-21/gpu_reviewed_options.csv
MB_08_PL,Motherboard,8,MSI MAG B850 Tomahawk WiFi non-MAX,Poland,Ceneo broad lead,852.37,PLN,70469,Backup,Medium,Cheaper non-MAX MSI variant in Poland snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/motherboard_market_snapshot.csv
MB_09_PL,Motherboard,9,GIGABYTE X870 GAMING WiFi6,Poland,Ceneo broad lead,818,PLN,67627,Backup,Medium,Cheapest X870 entry in Poland snapshot; WiFi6 not WiFi7,02_PC_Builds/01_Price_Refresh/2026-06-21/motherboard_market_snapshot.csv
MB_10_PL,Motherboard,10,MSI MAG X870E GAMING PLUS MAX WiFi,Poland,Ceneo broad lead,939,PLN,77631,Watch,Medium,X870E chipset row with good value in Poland snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/motherboard_market_snapshot.csv
MB_11_PL,Motherboard,11,MSI PRO X870E-P WiFi,Poland,Ceneo broad lead,986,PLN,81516,Backup,Medium,Entry-level X870E board from Poland snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/motherboard_market_snapshot.csv
PSU_07_HU,PSU,7,be quiet! Pure Power 12 1000W,Hungary,Arukereso broad lead,46900,HUF,46900,Watch,Medium,Older generation 1000W be quiet option in Hungary snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_08_HU,PSU,8,Corsair HX1000i 1000W Platinum,Hungary,Arukereso broad lead,82901,HUF,82901,Watch,Low,Premium Hungary PSU option from current snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_07_UA,PSU,7,be quiet! Dark Power 14 1000W,Ukraine,Hotline broad lead,11920,UAH,81033,Watch,Low,Premium Ukraine PSU option from current snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_08_UA,PSU,8,FSP Hydro G PRO ATX 3.0 1000W,Ukraine,Hotline broad lead,7521,UAH,51128,Watch,Medium,ATX 3.0 not 3.1 but useful Ukraine fallback,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
PSU_09_UA,PSU,9,Fractal Design Ion 3 Gold 1000W,Ukraine,Hotline broad lead,9548,UAH,64908,Watch,Medium,Premium Ukraine fallback from current PSU snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/psu_market_snapshot.csv
SSD_07_PL,SSD,7,Corsair MP700 ELITE 2TB PCIe 5,Poland,Ceneo broad lead,2278,PLN,188331,Watch,Medium,PCIe 5 premium SSD captured in Poland snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/ssd_market_snapshot.csv
SSD_08_PL,SSD,8,Samsung 9100 PRO 2TB PCIe 5,Poland,Ceneo broad lead,1870.25,PLN,154620,Watch,Medium,High-end PCIe 5 Samsung option captured in Poland snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/ssd_market_snapshot.csv
COOL_08_PL,Cooler,8,DeepCool LE360 V2 Black,Poland,Ceneo broad lead,282.82,PLN,23382,Watch,Medium,Poland non-ARGB DeepCool naming from current cooler snapshot,02_PC_Builds/01_Price_Refresh/2026-06-21/cooler_market_snapshot.csv
